groupName,groupID,subgroupID,year,log_scale_indicator,log_scale_indicator_sd,log_scale_indicator_lci,log_scale_indicator_uci,percent_diff,percent_diff_lci,percent_diff_uci
Waterfowl: Ducks,33,3,1973,0.002004,0.006981,-0.01197,0.01631,0.2006,-1.19,1.644
Waterfowl: Ducks,33,3,1974,0.002611,0.00845,-0.01415,0.01983,0.2615,-1.406,2.003
Waterfowl: Ducks,33,3,1975,0.003176,0.01083,-0.01864,0.02489,0.3181,-1.847,2.52
Waterfowl: Ducks,33,3,1976,0.003241,0.0168,-0.03065,0.03746,0.3246,-3.018,3.817
Waterfowl: Ducks,33,3,1977,0.002916,0.02384,-0.04412,0.05065,0.292,-4.316,5.195
Waterfowl: Ducks,33,3,1978,0.002108,0.03104,-0.05894,0.06364,0.211,-5.723,6.571
Waterfowl: Ducks,33,3,1979,6.035e-4,0.03839,-0.07586,0.07683,0.06037,-7.305,7.986
Waterfowl: Ducks,33,3,1980,-0.001951,0.04587,-0.09235,0.0895,-0.1949,-8.821,9.362
Waterfowl: Ducks,33,3,1981,-0.004547,0.05304,-0.1077,0.09949,-0.4537,-10.21,10.46
Waterfowl: Ducks,33,3,1982,-0.006925,0.05936,-0.1226,0.1099,-0.6901,-11.54,11.62
Waterfowl: Ducks,33,3,1983,-0.009193,0.06519,-0.1368,0.1186,-0.915,-12.79,12.6
Waterfowl: Ducks,33,3,1984,-0.01045,0.06993,-0.1461,0.1273,-1.039,-13.59,13.58
Waterfowl: Ducks,33,3,1985,-0.01025,0.07424,-0.1552,0.1357,-1.02,-14.37,14.53
Waterfowl: Ducks,33,3,1986,-0.008855,0.07832,-0.1606,0.1444,-0.8816,-14.84,15.53
Waterfowl: Ducks,33,3,1987,-0.006446,0.08159,-0.1644,0.1542,-0.6426,-15.16,16.68
Waterfowl: Ducks,33,3,1988,-0.002633,0.08457,-0.1677,0.1634,-0.263,-15.44,17.75
Waterfowl: Ducks,33,3,1989,0.002357,0.08725,-0.168,0.1758,0.236,-15.47,19.22
Waterfowl: Ducks,33,3,1990,0.008438,0.08934,-0.1647,0.185,0.8474,-15.18,20.33
Waterfowl: Ducks,33,3,1991,0.01484,0.09157,-0.1626,0.1967,1.495,-15.01,21.74
Waterfowl: Ducks,33,3,1992,0.02169,0.09383,-0.1611,0.2064,2.192,-14.88,22.93
Waterfowl: Ducks,33,3,1993,0.02799,0.09582,-0.159,0.2164,2.839,-14.7,24.16
Waterfowl: Ducks,33,3,1994,0.03427,0.09805,-0.1579,0.2251,3.487,-14.61,25.25
Waterfowl: Ducks,33,3,1995,0.04013,0.09989,-0.1556,0.2357,4.094,-14.41,26.58
Waterfowl: Ducks,33,3,1996,0.04543,0.1014,-0.15310000000000001,0.243,4.648,-14.2,27.5
Waterfowl: Ducks,33,3,1997,0.04948,0.1029,-0.1553,0.2493,5.072,-14.38,28.31
Waterfowl: Ducks,33,3,1998,0.05194,0.1042,-0.1551,0.2546,5.331,-14.37,28.99
Waterfowl: Ducks,33,3,1999,0.05282,0.1053,-0.1569,0.258,5.424,-14.52,29.43
Waterfowl: Ducks,33,3,2000,0.0528,0.1063,-0.1586,0.2592,5.421,-14.67,29.59
Waterfowl: Ducks,33,3,2001,0.05268,0.1073,-0.1578,0.2615,5.409,-14.6,29.88
Waterfowl: Ducks,33,3,2002,0.05357,0.1083,-0.1591,0.2639,5.503,-14.71,30.2
Waterfowl: Ducks,33,3,2003,0.05562,0.1094,-0.1586,0.2669,5.719,-14.67,30.6
Waterfowl: Ducks,33,3,2004,0.05944,0.1106,-0.1596,0.2737,6.125,-14.75,31.48
Waterfowl: Ducks,33,3,2005,0.06466,0.1117,-0.1557,0.2812,6.679,-14.42,32.48
Waterfowl: Ducks,33,3,2006,0.07111,0.1127,-0.1528,0.2909,7.37,-14.17,33.77
Waterfowl: Ducks,33,3,2007,0.07857,0.1139,-0.1456,0.3016,8.174,-13.55,35.2
Waterfowl: Ducks,33,3,2008,0.08653,0.115,-0.1403,0.3112,9.039,-13.09,36.51
Waterfowl: Ducks,33,3,2009,0.09527,0.1158,-0.133,0.3233,9.996,-12.45,38.17
Waterfowl: Ducks,33,3,2010,0.1045,0.1166,-0.126,0.3332,11.01,-11.84,39.55
Waterfowl: Ducks,33,3,2011,0.1136,0.1173,-0.1176,0.3449,12.03,-11.09,41.18
Waterfowl: Ducks,33,3,2012,0.1225,0.1181,-0.1099,0.3561,13.03,-10.41,42.78
Waterfowl: Ducks,33,3,2013,0.1301,0.1186,-0.1035,0.3642,13.9,-9.833,43.94
Waterfowl: Ducks,33,3,2014,0.136,0.1189,-0.09872,0.3714,14.57,-9.401,44.98
Waterfowl: Ducks,33,3,2015,0.1402,0.1191,-0.09505,0.3755,15.05,-9.067,45.57
Waterfowl: Ducks,33,3,2016,0.1429,0.1192,-0.09308,0.3785,15.37,-8.888,46.01
Waterfowl: Ducks,33,3,2017,0.1442,0.1192,-0.09136,0.3798,15.51,-8.731,46.2
Waterfowl: Ducks,33,3,2018,0.1445,0.1192,-0.09139,0.3806,15.55,-8.734,46.32
Waterfowl: Ducks,33,3,2019,0.1443,0.1193,-0.09191,0.3799,15.52,-8.781,46.22
Waterfowl: Ducks,33,3,2020,0.1433,0.1193,-0.09348,0.3781,15.41,-8.924,45.95
Waterfowl: Ducks,33,3,2021,0.142,0.1194,-0.09409,0.3771,15.26,-8.98,45.8
Waterfowl: Ducks,33,3,2022,0.1351,0.1196,-0.1044,0.3709,14.46,-9.916,44.91
Waterfowl: Geese and Swans,33,4,1970,0,0,0,0,0,0,0
Waterfowl: Geese and Swans,33,4,1971,-0.01872,0.07206,-0.1705,0.1337,-1.855,-15.67,14.31
Waterfowl: Geese and Swans,33,4,1972,-0.03604,0.1044,-0.2547,0.1736,-3.54,-22.49,18.95
Waterfowl: Geese and Swans,33,4,1973,-0.04848,0.1334,-0.3233,0.2154,-4.732,-27.63,24.03
Waterfowl: Geese and Swans,33,4,1974,-0.05561,0.1568,-0.3792,0.2562,-5.409,-31.56,29.21
Waterfowl: Geese and Swans,33,4,1975,-0.05514,0.179,-0.4225,0.2974,-5.365,-34.46,34.63
Waterfowl: Geese and Swans,33,4,1976,-0.04999,0.2006,-0.4605,0.3458,-4.876,-36.9,41.31
Waterfowl: Geese and Swans,33,4,1977,-0.02214,0.2144,-0.4525,0.3962,-2.19,-36.4,48.62
Waterfowl: Geese and Swans,33,4,1978,0.01915,0.2295,-0.4404,0.4732,1.933,-35.62,60.51
Waterfowl: Geese and Swans,33,4,1979,0.06115,0.2433,-0.4255,0.5404,6.306,-34.66,71.68
Waterfowl: Geese and Swans,33,4,1980,0.1061,0.2548,-0.4017,0.6018,11.19,-33.08,82.54
Waterfowl: Geese and Swans,33,4,1981,0.1541,0.2662,-0.3762,0.6746,16.66,-31.35,96.33
Waterfowl: Geese and Swans,33,4,1982,0.204,0.277,-0.3389,0.7491,22.63,-28.74,111.5
Waterfowl: Geese and Swans,33,4,1983,0.2553,0.2868,-0.3087,0.8148,29.09,-26.56,125.9
Waterfowl: Geese and Swans,33,4,1984,0.308,0.2956,-0.2744,0.8862,36.07,-24,142.6
Waterfowl: Geese and Swans,33,4,1985,0.3612,0.3041,-0.2371,0.9621,43.5,-21.11,161.7
Waterfowl: Geese and Swans,33,4,1986,0.4149,0.3121,-0.1994,1.031,51.42,-18.08,180.3
Waterfowl: Geese and Swans,33,4,1987,0.47,0.3198,-0.154,1.097,60,-14.28,199.4
Waterfowl: Geese and Swans,33,4,1988,0.5249,0.3261,-0.1144,1.162,69.03,-10.81,219.7
Waterfowl: Geese and Swans,33,4,1989,0.5802,0.3316,-0.07006,1.223,78.63,-6.767,239.9
Waterfowl: Geese and Swans,33,4,1990,0.6348,0.3385,-0.02932,1.3,88.66,-2.889,267.1
Waterfowl: Geese and Swans,33,4,1991,0.6889,0.3432,0.02387,1.366,99.15,2.415,291.9
Waterfowl: Geese and Swans,33,4,1992,0.7426,0.3479,0.0687,1.426,110.1,7.112,316.3
Waterfowl: Geese and Swans,33,4,1993,0.7955,0.3524,0.1101,1.486,121.5,11.64,342.2
Waterfowl: Geese and Swans,33,4,1994,0.848,0.3567,0.158,1.551,133.5,17.11,371.8
Waterfowl: Geese and Swans,33,4,1995,0.9009,0.361,0.197,1.615,146.2,21.77,403
Waterfowl: Geese and Swans,33,4,1996,0.9538,0.365,0.2474,1.673,159.6,28.07,432.8
Waterfowl: Geese and Swans,33,4,1997,1.008,0.369,0.2887,1.732,173.9,33.46,465.3
Waterfowl: Geese and Swans,33,4,1998,1.062,0.3738,0.3272,1.79,189.2,38.7,499.2
Waterfowl: Geese and Swans,33,4,1999,1.117,0.377,0.3769,1.86,205.5,45.78,542.3
Waterfowl: Geese and Swans,33,4,2000,1.171,0.381,0.4254,1.92,222.5,53.02,581.9
Waterfowl: Geese and Swans,33,4,2001,1.225,0.3845,0.4767,1.978,240.3,61.08,622.5
Waterfowl: Geese and Swans,33,4,2002,1.276,0.3883,0.5207,2.044,258.3,68.33,672.1
Waterfowl: Geese and Swans,33,4,2003,1.328,0.3916,0.566,2.104,277.4,76.12,720.2
Waterfowl: Geese and Swans,33,4,2004,1.379,0.3946,0.603,2.162,297.2,82.75,769
Waterfowl: Geese and Swans,33,4,2005,1.431,0.3984,0.6486,2.217,318.3,91.29,818
Waterfowl: Geese and Swans,33,4,2006,1.483,0.4017,0.7022,2.276,340.8,101.8,873.6
Waterfowl: Geese and Swans,33,4,2007,1.536,0.4059,0.7428,2.337,364.4,110.2,935.5
Waterfowl: Geese and Swans,33,4,2008,1.586,0.4105,0.7805,2.396,388.2,118.3,997.9
Waterfowl: Geese and Swans,33,4,2009,1.634,0.4148,0.8212,2.451,412.3,127.3,1059
Waterfowl: Geese and Swans,33,4,2010,1.681,0.4205,0.8551,2.513,437.2,135.2,1134
Waterfowl: Geese and Swans,33,4,2011,1.726,0.4258,0.8915,2.563,461.7,143.9,1197
Waterfowl: Geese and Swans,33,4,2012,1.766,0.4323,0.9203,2.615,484.6,151,1267
Waterfowl: Geese and Swans,33,4,2013,1.801,0.439,0.9436,2.66,505.5,156.9,1329
Waterfowl: Geese and Swans,33,4,2014,1.832,0.4471,0.951,2.707,524.6,158.8,1398
Waterfowl: Geese and Swans,33,4,2015,1.859,0.4547,0.9772,2.756,542,165.7,1474
Waterfowl: Geese and Swans,33,4,2016,1.881,0.4635,0.9846,2.781,556,167.7,1514
Waterfowl: Geese and Swans,33,4,2017,1.897,0.4727,0.9814,2.831,566.7,166.8,1597
Waterfowl: Geese and Swans,33,4,2018,1.904,0.4837,0.9615,2.86,571.5,161.6,1647
Waterfowl: Geese and Swans,33,4,2019,1.906,0.4934,0.9441,2.878,572.5,157,1678
Waterfowl: Geese and Swans,33,4,2020,1.908,0.5056,0.9188,2.901,574.1,150.6,1719
Waterfowl: Geese and Swans,33,4,2021,1.906,0.5157,0.8959,2.92,572.9,145,1755
Waterfowl: Dabblers,33,17,1970,0,0,0,0,0,0,0
Waterfowl: Dabblers,33,17,1971,0.00459,0.0129,-0.02005,0.0327,0.46,-1.985,3.324
Waterfowl: Dabblers,33,17,1972,0.008903,0.01905,-0.029,0.05053,0.8942,-2.858,5.182
Waterfowl: Dabblers,33,17,1973,0.0125,0.02629,-0.03981,0.06744,1.258,-3.902,6.976
Waterfowl: Dabblers,33,17,1974,0.01396,0.03694,-0.05938,0.08854,1.406,-5.765,9.258
Waterfowl: Dabblers,33,17,1975,0.01292,0.05103,-0.08889,0.1135,1.3,-8.505,12.02
Waterfowl: Dabblers,33,17,1976,0.008905,0.06545,-0.1221,0.138,0.8944,-11.49,14.8
Waterfowl: Dabblers,33,17,1977,0.002736,0.07893,-0.1565,0.1599,0.274,-14.49,17.34
Waterfowl: Dabblers,33,17,1978,-0.004098,0.09139,-0.186,0.1749,-0.4089,-16.97,19.11
Waterfowl: Dabblers,33,17,1979,-0.01263,0.1039,-0.2181,0.191,-1.255,-19.6,21.05
Waterfowl: Dabblers,33,17,1980,-0.02275,0.1163,-0.2504,0.2045,-2.249,-22.15,22.69
Waterfowl: Dabblers,33,17,1981,-0.03475,0.129,-0.2924,0.2191,-3.415,-25.36,24.5
Waterfowl: Dabblers,33,17,1982,-0.04622,0.1406,-0.3256,0.2309,-4.516,-27.79,25.98
Waterfowl: Dabblers,33,17,1983,-0.05709,0.1506,-0.3563,0.2396,-5.549,-29.97,27.08
Waterfowl: Dabblers,33,17,1984,-0.06604,0.1591,-0.3815,0.2454,-6.391,-31.72,27.82
Waterfowl: Dabblers,33,17,1985,-0.07236,0.1672,-0.4055,0.2549,-6.98,-33.33,29.04
Waterfowl: Dabblers,33,17,1986,-0.07594,0.1741,-0.4206,0.2591,-7.313,-34.33,29.58
Waterfowl: Dabblers,33,17,1987,-0.07603,0.1798,-0.435,0.2736,-7.321,-35.28,31.47
Waterfowl: Dabblers,33,17,1988,-0.07255,0.1837,-0.4353,0.2862,-6.998,-35.29,33.13
Waterfowl: Dabblers,33,17,1989,-0.0663,0.1867,-0.4348,0.2958,-6.415,-35.26,34.42
Waterfowl: Dabblers,33,17,1990,-0.05796,0.1889,-0.4295,0.3111,-5.632,-34.92,36.5
Waterfowl: Dabblers,33,17,1991,-0.04774,0.1909,-0.4233,0.3225,-4.662,-34.51,38.06
Waterfowl: Dabblers,33,17,1992,-0.03719,0.1923,-0.4155,0.3344,-3.651,-34,39.7
Waterfowl: Dabblers,33,17,1993,-0.02693,0.1937,-0.4098,0.349,-2.657,-33.62,41.77
Waterfowl: Dabblers,33,17,1994,-0.0179,0.1949,-0.4018,0.3597,-1.775,-33.09,43.29
Waterfowl: Dabblers,33,17,1995,-0.01024,0.1958,-0.3948,0.372,-1.019,-32.62,45.07
Waterfowl: Dabblers,33,17,1996,-0.004833,0.1967,-0.3906,0.3778,-0.4821,-32.34,45.9
Waterfowl: Dabblers,33,17,1997,-0.002302,0.1973,-0.3906,0.3837,-0.2299,-32.33,46.77
Waterfowl: Dabblers,33,17,1998,-0.003755,0.1975,-0.3924,0.3815,-0.3748,-32.46,46.45
Waterfowl: Dabblers,33,17,1999,-0.007903,0.1978,-0.3995,0.3771,-0.7872,-32.93,45.8
Waterfowl: Dabblers,33,17,2000,-0.01365,0.1979,-0.4016,0.3731,-1.356,-33.07,45.23
Waterfowl: Dabblers,33,17,2001,-0.01905,0.1983,-0.4096,0.3683,-1.887,-33.61,44.52
Waterfowl: Dabblers,33,17,2002,-0.02275,0.1987,-0.4137,0.3666,-2.25,-33.88,44.28
Waterfowl: Dabblers,33,17,2003,-0.02332,0.1991,-0.4154,0.3643,-2.305,-33.99,43.95
Waterfowl: Dabblers,33,17,2004,-0.02071,0.1997,-0.4142,0.3696,-2.05,-33.92,44.72
Waterfowl: Dabblers,33,17,2005,-0.01487,0.2005,-0.4088,0.3746,-1.476,-33.56,45.44
Waterfowl: Dabblers,33,17,2006,-0.007428,0.2013,-0.4052,0.3841,-0.7401,-33.31,46.83
Waterfowl: Dabblers,33,17,2007,9.861e-4,0.202,-0.3975,0.3956,0.09866,-32.8,48.53
Waterfowl: Dabblers,33,17,2008,0.01029,0.2026,-0.3878,0.4058,1.034,-32.15,50.05
Waterfowl: Dabblers,33,17,2009,0.02015,0.2033,-0.3771,0.414,2.036,-31.41,51.28
Waterfowl: Dabblers,33,17,2010,0.03098,0.2038,-0.3697,0.425,3.147,-30.91,52.97
Waterfowl: Dabblers,33,17,2011,0.04242,0.2047,-0.3609,0.4404,4.334,-30.29,55.34
Waterfowl: Dabblers,33,17,2012,0.05249,0.2052,-0.3512,0.4517,5.39,-29.62,57.09
Waterfowl: Dabblers,33,17,2013,0.06004,0.2055,-0.3463,0.4602,6.188,-29.27,58.44
Waterfowl: Dabblers,33,17,2014,0.06509,0.2058,-0.3424,0.465,6.725,-28.99,59.19
Waterfowl: Dabblers,33,17,2015,0.06797,0.206,-0.3396,0.4679,7.034,-28.79,59.66
Waterfowl: Dabblers,33,17,2016,0.06844,0.2061,-0.3387,0.4677,7.084,-28.73,59.64
Waterfowl: Dabblers,33,17,2017,0.06589,0.2063,-0.3419,0.4657,6.811,-28.96,59.31
Waterfowl: Dabblers,33,17,2018,0.06038,0.2066,-0.3487,0.4617,6.224,-29.44,58.68
Waterfowl: Dabblers,33,17,2019,0.05315,0.2069,-0.3569,0.4545,5.458,-30.02,57.54
Waterfowl: Dabblers,33,17,2020,0.04459,0.2075,-0.3694,0.4473,4.56,-30.88,56.4
Waterfowl: Dabblers,33,17,2021,0.0358,0.2078,-0.3778,0.4393,3.645,-31.46,55.15
Waterfowl: Dabblers,33,17,2022,0.02813,0.2082,-0.3839,0.4349,2.853,-31.88,54.49
Waterfowl: Diving Ducks,33,18,1970,0,0,0,0,0,0,0
Waterfowl: Diving Ducks,33,18,1971,-3.142e-4,0.01924,-0.03816,0.03768,-0.03142,-3.744,3.839
Waterfowl: Diving Ducks,33,18,1972,-6.239e-5,0.02622,-0.05246,0.05209,-0.006239,-5.111,5.347
Waterfowl: Diving Ducks,33,18,1973,0.001185,0.03088,-0.06016,0.06319,0.1186,-5.839,6.523
Waterfowl: Diving Ducks,33,18,1974,0.003169,0.03496,-0.06584,0.07277,0.3174,-6.372,7.548
Waterfowl: Diving Ducks,33,18,1975,0.005429,0.03835,-0.06984,0.08114,0.5444,-6.746,8.452
Waterfowl: Diving Ducks,33,18,1976,0.007284,0.04125,-0.07652,0.08839,0.7311,-7.367,9.241
Waterfowl: Diving Ducks,33,18,1977,0.008102,0.04352,-0.07976,0.09339,0.8135,-7.666,9.789
Waterfowl: Diving Ducks,33,18,1978,0.008199,0.04643,-0.08567,0.1001,0.8233,-8.21,10.53
Waterfowl: Diving Ducks,33,18,1979,0.008254,0.04975,-0.09163,0.1054,0.8288,-8.755,11.12
Waterfowl: Diving Ducks,33,18,1980,0.009048,0.0533,-0.09861,0.1143,0.9089,-9.39,12.1
Waterfowl: Diving Ducks,33,18,1981,0.01031,0.05724,-0.1054,0.1232,1.036,-10.01,13.11
Waterfowl: Diving Ducks,33,18,1982,0.01223,0.06159,-0.112,0.1323,1.231,-10.6,14.15
Waterfowl: Diving Ducks,33,18,1983,0.01486,0.06547,-0.1147,0.1461,1.497,-10.84,15.73
Waterfowl: Diving Ducks,33,18,1984,0.01805,0.06903,-0.1201,0.1543,1.822,-11.31,16.68
Waterfowl: Diving Ducks,33,18,1985,0.02218,0.07266,-0.1222,0.1656,2.243,-11.5,18.01
Waterfowl: Diving Ducks,33,18,1986,0.02763,0.07584,-0.1221,0.1774,2.801,-11.49,19.41
Waterfowl: Diving Ducks,33,18,1987,0.03441,0.07872,-0.1208,0.1903,3.5,-11.38,20.96
Waterfowl: Diving Ducks,33,18,1988,0.0431,0.08144,-0.1179,0.2022,4.405,-11.12,22.41
Waterfowl: Diving Ducks,33,18,1989,0.05292,0.08467,-0.1155,0.2195,5.434,-10.91,24.54
Waterfowl: Diving Ducks,33,18,1990,0.06386,0.08808,-0.1107,0.2374,6.595,-10.48,26.8
Waterfowl: Diving Ducks,33,18,1991,0.07559,0.09201,-0.1101,0.2576,7.852,-10.42,29.38
Waterfowl: Diving Ducks,33,18,1992,0.08741,0.09663,-0.105,0.2781,9.134,-9.967,32.06
Waterfowl: Diving Ducks,33,18,1993,0.09969,0.1016,-0.1026,0.3017,10.48,-9.75,35.22
Waterfowl: Diving Ducks,33,18,1994,0.1122,0.107,-0.1028,0.3244,11.88,-9.771,38.32
Waterfowl: Diving Ducks,33,18,1995,0.1242,0.1122,-0.09736,0.3449,13.22,-9.277,41.18
Waterfowl: Diving Ducks,33,18,1996,0.1359,0.1174,-0.09639,0.3668,14.56,-9.189,44.31
Waterfowl: Diving Ducks,33,18,1997,0.1463,0.1221,-0.09368,0.388,15.76,-8.942,47.4
Waterfowl: Diving Ducks,33,18,1998,0.1554,0.1265,-0.09454,0.4046,16.81,-9.021,49.87
Waterfowl: Diving Ducks,33,18,1999,0.1638,0.1311,-0.09315,0.4247,17.79,-8.894,52.91
Waterfowl: Diving Ducks,33,18,2000,0.1709,0.1348,-0.09594,0.439,18.64,-9.148,55.12
Waterfowl: Diving Ducks,33,18,2001,0.1787,0.1384,-0.0944,0.4553,19.56,-9.008,57.66
Waterfowl: Diving Ducks,33,18,2002,0.187,0.1427,-0.09348,0.4724,20.56,-8.924,60.39
Waterfowl: Diving Ducks,33,18,2003,0.1962,0.1462,-0.09092,0.485,21.68,-8.691,62.42
Waterfowl: Diving Ducks,33,18,2004,0.2074,0.1501,-0.08473,0.5063,23.05,-8.124,65.92
Waterfowl: Diving Ducks,33,18,2005,0.2204,0.1536,-0.07747,0.5271,24.66,-7.454,69.39
Waterfowl: Diving Ducks,33,18,2006,0.235,0.1566,-0.07248,0.5477,26.49,-6.991,72.92
Waterfowl: Diving Ducks,33,18,2007,0.2509,0.1597,-0.06333,0.5692,28.52,-6.136,76.68
Waterfowl: Diving Ducks,33,18,2008,0.2674,0.1619,-0.05338,0.5897,30.66,-5.198,80.34
Waterfowl: Diving Ducks,33,18,2009,0.2849,0.1639,-0.03969,0.6145,32.96,-3.892,84.87
Waterfowl: Diving Ducks,33,18,2010,0.3032,0.1658,-0.02376,0.6353,35.42,-2.348,88.76
Waterfowl: Diving Ducks,33,18,2011,0.3214,0.1672,-0.009047,0.6555,37.9,-0.9006,92.6
Waterfowl: Diving Ducks,33,18,2012,0.3397,0.169,0.005936,0.6744,40.45,0.5954,96.3
Waterfowl: Diving Ducks,33,18,2013,0.3573,0.1704,0.02365,0.6936,42.95,2.393,100.1
Waterfowl: Diving Ducks,33,18,2014,0.3729,0.1717,0.03666,0.7116,45.2,3.734,103.7
Waterfowl: Diving Ducks,33,18,2015,0.3857,0.1727,0.04648,0.7277,47.06,4.758,107
Waterfowl: Diving Ducks,33,18,2016,0.3964,0.1743,0.05223,0.7426,48.65,5.362,110.1
Waterfowl: Diving Ducks,33,18,2017,0.4046,0.1755,0.0587,0.7498,49.88,6.045,111.7
Waterfowl: Diving Ducks,33,18,2018,0.4116,0.1768,0.06113,0.7619,50.93,6.304,114.2
